,original,perturbated_noise3_0,upsampled_perturbated_noise3_0,downsampled_perturbated_noise3_0,perturbated_noise10_0,upsampled_perturbated_noise10_0,downsampled_perturbated_noise10_0,perturbated_noise100_0,upsampled_perturbated_noise100_0,downsampled_perturbated_noise100_0,upsampled_0,downsampled_0,perturbated_noise3_1,upsampled_perturbated_noise3_1,downsampled_perturbated_noise3_1,perturbated_noise10_1,upsampled_perturbated_noise10_1,downsampled_perturbated_noise10_1,perturbated_noise100_1,upsampled_perturbated_noise100_1,downsampled_perturbated_noise100_1,upsampled_1,downsampled_1
325,7,7,4,4,7,4,4,7,4,4,5,4,7,2,2,7,2,2,7,2,2,11,9
326,1,1,5,5,1,5,5,1,5,5,4,5,0,,,0,,,0,,,,
327,3,3,4,4,3,4,4,3,4,4,5,4,3,0,0,3,0,0,3,0,0,10,0
328,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
329,0,0,1,1,0,1,1,0,1,1,1,1,1,5,5,1,5,5,1,5,5,3,5
330,3,3,3,3,3,3,3,3,3,3,12,2,3,1,,3,1,,3,1,,7,
331,1,1,,,1,,,1,,,,,0,0,0,0,0,0,0,0,0,6,0
332,0,0,0,,0,0,,0,0,,0,,1,1,1,1,1,1,1,1,1,0,1
333,0,0,5,5,0,5,5,0,5,5,4,5,1,,,1,,,1,,,,
334,8,8,4,4,8,4,4,8,4,4,5,4,8,2,2,8,2,2,8,2,2,11,9
335,1,1,1,,1,1,,1,1,,6,,0,0,0,0,0,0,0,0,0,5,0
336,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
337,3,3,,,3,,,3,,,,,3,4,4,3,4,4,3,4,4,4,3
338,7,7,,,7,,,7,,,,,7,1,1,7,1,1,7,1,1,0,1
339,1,1,,,1,,,1,,,,,0,3,3,0,3,3,0,3,3,2,4
340,6,6,0,0,6,0,0,6,0,0,7,0,6,3,3,6,3,3,6,3,3,2,4
341,5,5,0,0,5,0,0,5,0,0,0,0,5,3,,5,3,,5,3,,8,
342,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
343,3,3,4,4,3,4,4,3,4,4,5,4,3,3,3,3,3,3,3,3,3,2,4
344,7,7,10,10,7,10,10,7,10,10,16,12,7,,,7,,,7,,,,
345,1,1,,,1,,,1,,,,,0,3,3,0,3,3,0,3,3,8,7
346,1,1,,,1,,,1,,,,,0,1,1,0,1,1,0,1,1,0,1
347,1,1,2,2,1,2,2,1,2,2,10,8,0,0,,0,0,,0,0,,6,
348,5,5,0,0,5,0,0,5,0,0,6,1,5,0,0,5,0,0,5,0,0,5,0
349,3,3,3,3,3,3,3,3,3,3,2,2,3,6,6,3,6,6,3,6,6,9,8
350,3,4,4,4,4,4,4,4,4,4,12,4,4,,,4,,,4,,,,
351,2,2,1,,2,1,,2,1,,1,,2,,,2,,,2,,,,
352,3,3,0,,3,0,,3,0,,0,,3,8,8,3,8,8,3,8,8,13,11
353,1,1,9,9,1,9,9,1,9,9,14,11,0,10,,0,10,,0,10,,17,
354,3,3,,,3,,,3,,,,,3,10,4,3,10,4,3,10,4,4,13
355,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
356,3,3,1,1,3,1,1,3,1,1,6,9,3,1,,3,1,,3,1,,0,
357,0,0,2,2,0,2,2,0,2,2,3,3,1,1,1,1,1,1,1,1,1,0,1
358,3,3,0,0,3,0,0,3,0,0,6,0,3,0,0,3,0,0,3,0,0,5,0
359,5,5,0,0,5,0,0,5,0,0,0,0,5,,,5,,,5,,,,
360,3,3,1,1,3,1,1,3,1,1,6,1,3,2,2,3,2,2,3,2,2,1,2
361,3,3,,,3,,,3,,,,,3,1,1,3,1,1,3,1,1,0,1
362,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
363,5,5,2,,5,2,,5,2,,14,,5,1,1,5,1,1,5,1,1,0,1
364,1,1,5,5,1,5,5,1,5,5,4,5,0,4,4,0,4,4,0,4,4,8,3
365,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
366,0,0,,,0,,,0,,,,,1,2,2,1,2,2,1,2,2,11,9
367,1,1,,,1,,,1,,,,,0,1,1,0,1,1,0,1,1,0,1
368,5,5,,,5,,,5,,,,,5,1,1,5,1,1,5,1,1,7,6
369,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
370,3,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,5,0
371,0,0,,,0,,,0,,,,,1,6,6,1,6,6,1,6,6,9,8
372,4,4,,,4,,,4,,,,,4,0,1,4,0,1,4,0,1,0,1
373,8,8,6,6,8,6,6,8,6,6,8,6,8,1,,8,1,,8,1,,7,
374,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
375,3,6,,,6,,,6,,,,,3,0,0,3,0,0,3,0,0,5,0
376,8,8,1,1,8,1,1,8,1,1,1,1,8,8,8,8,8,8,8,8,8,13,11
377,3,3,,,3,,,3,,,,,3,0,,3,0,,3,0,,5,
378,2,2,11,11,2,11,11,2,11,11,13,13,2,,,2,,,2,,,,
379,0,0,5,5,0,5,5,0,5,5,4,5,1,,,1,,,1,,,,
380,5,5,1,,5,1,,5,1,,1,,5,,,5,,,5,,,,
381,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,5,4,4,4,3
382,3,4,,,4,,,4,,,,,4,0,0,4,0,0,4,0,0,5,0
383,0,0,1,1,0,1,1,0,1,1,1,1,1,5,,1,5,,1,5,,3,
384,0,0,10,10,0,10,10,0,10,10,16,12,1,2,2,1,2,2,1,2,2,1,2
385,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
386,0,0,5,5,0,5,5,0,5,5,4,5,1,2,2,1,2,2,1,2,2,1,2
387,1,1,,,1,,,1,,,,,0,0,,0,0,,0,0,,6,
388,1,1,4,4,1,4,4,1,4,4,120,45,0,8,8,0,8,8,0,8,8,13,11
389,0,0,1,1,0,1,1,0,1,1,1,1,1,4,4,1,4,4,1,4,4,4,3
390,3,3,5,,3,5,,3,5,,4,,3,4,4,3,4,4,3,4,4,4,3
391,4,4,2,2,4,2,2,4,2,2,3,8,4,,,4,,,4,,,,
392,5,5,,,5,,,5,,,,,5,1,1,5,1,1,5,1,1,0,1
393,0,0,,,0,,,0,,,,,1,1,1,1,1,1,1,1,1,7,6
394,0,0,0,0,0,0,0,0,0,0,0,0,1,,,1,,,1,,,,
395,0,0,,,0,,,0,,,,,1,0,0,1,0,0,1,0,0,5,0
396,3,3,0,0,3,0,0,3,0,0,20,0,3,,,3,,,3,,,,
397,3,3,1,1,3,1,1,3,1,1,1,1,3,5,5,3,5,5,3,5,5,3,5
398,1,1,4,4,1,4,4,1,4,4,5,4,0,0,,0,0,,0,0,,10,
399,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
400,5,5,0,0,5,0,0,5,0,0,0,0,5,,,5,,,5,,,,
401,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
402,3,3,0,0,3,0,0,3,0,0,7,0,3,,,3,,,3,,,,
403,0,0,3,3,0,3,3,0,3,3,2,2,1,0,0,1,0,0,1,0,0,10,0
404,1,1,2,2,1,2,2,1,2,2,3,3,0,1,1,0,1,1,0,1,1,0,1
405,3,3,5,5,3,5,5,3,5,5,11,2,3,2,2,3,2,2,3,2,2,1,2
406,0,0,5,5,0,5,5,0,5,5,4,5,1,0,,1,0,,1,0,,0,
407,7,7,4,4,7,4,4,7,4,4,5,4,7,3,,7,3,,7,3,,2,
408,8,8,4,4,8,4,4,8,4,4,5,4,8,10,1,8,10,1,8,10,1,17,13
409,8,8,2,2,8,2,2,8,2,2,3,3,8,8,8,8,8,8,8,8,8,13,11
410,0,0,,,0,,,0,,,,,1,3,,1,3,,1,3,,8,
411,0,0,,,0,,,0,,,,,1,0,0,1,0,0,1,0,0,5,0
412,3,3,0,0,3,0,0,3,0,0,7,0,3,1,0,3,1,0,3,1,0,7,6
413,6,6,,,6,,,6,,,,,6,,,6,,,6,,,,
414,4,4,2,,4,2,,4,2,,3,,4,0,0,4,0,0,4,0,0,6,0
415,3,3,,,3,,,3,,,,,3,2,2,3,2,2,3,2,2,11,9
416,3,3,6,,3,6,,3,6,,8,,3,,,3,,,3,,,,
417,0,0,8,8,0,8,8,0,8,8,11,10,1,5,,1,5,,1,5,,3,
418,5,5,2,2,5,2,2,5,2,2,3,3,5,0,0,5,0,0,5,0,0,6,1
419,0,0,3,3,0,3,3,0,3,3,2,2,1,,,1,,,1,,,,
420,2,2,3,3,2,3,3,2,3,3,2,2,2,10,4,2,10,4,2,10,4,18,3
421,1,1,3,3,1,3,3,1,3,3,2,2,0,4,4,0,4,4,0,4,4,4,3
422,3,6,1,,6,1,,6,1,,1,,6,,,6,,,6,,,,
423,5,5,3,3,5,3,3,5,3,3,2,2,5,,,5,,,5,,,,
424,0,0,,,0,,,0,,,,,1,4,3,1,4,3,1,4,3,38,4
425,5,5,0,0,5,0,0,5,0,0,0,0,5,1,1,5,1,1,5,1,1,0,1
426,3,3,0,,3,0,,3,0,,0,,3,0,0,3,0,0,3,0,0,5,0
427,3,3,5,,3,5,,3,5,,4,,3,3,3,3,3,3,3,3,3,8,7
428,2,2,7,7,2,7,7,2,7,7,9,7,2,,,2,,,2,,,,
429,3,3,,,3,,,3,,,,,3,3,,3,3,,3,3,,2,
430,1,1,2,2,1,2,2,1,2,2,3,3,0,,,0,,,0,,,,
431,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
432,0,0,1,1,0,1,1,0,1,1,6,1,1,2,2,1,2,2,1,2,2,1,2
433,5,5,2,2,5,2,2,5,2,2,3,3,5,3,,5,3,,5,3,,8,
434,1,1,5,,1,5,,1,5,,4,,0,5,5,0,5,5,0,5,5,3,5
435,1,1,,,1,,,1,,,,,0,4,3,0,4,3,0,4,3,2,4
436,3,3,0,,3,0,,3,0,,7,,3,,,3,,,3,,,,
437,1,0,,,0,,,0,,,,,0,,,0,,,0,,,,
438,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
439,1,1,,,1,,,1,,,,,0,1,,0,1,,0,1,,0,
440,1,1,3,3,1,3,3,1,3,3,2,2,0,1,1,0,1,1,0,1,1,0,1
441,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
442,4,4,3,,4,3,,4,3,,2,,4,2,2,4,2,2,4,2,2,11,9
443,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,0,2,2,0,2,2,11,9
444,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
445,0,0,,,0,,,0,,,,,1,3,3,1,3,3,1,3,3,2,4
446,1,1,,,1,,,1,,,,,0,5,,0,5,,0,5,,9,
447,4,4,2,2,4,2,2,4,2,2,3,3,4,,,4,,,4,,,,
448,1,1,3,3,1,3,3,1,3,3,2,2,0,2,2,0,2,2,0,2,2,1,2
449,3,3,4,0,3,4,0,3,4,0,1,1,3,5,,3,5,,3,5,,3,
450,3,3,,,3,,,3,,,,,3,0,0,3,0,0,3,0,0,6,0
451,5,5,7,,5,7,,5,7,,9,,5,0,0,5,0,0,5,0,0,5,0
452,0,0,1,1,0,1,1,0,1,1,6,1,1,,,1,,,1,,,,
453,0,0,8,8,0,8,8,0,8,8,11,10,1,0,0,1,0,0,1,0,0,5,0
454,3,3,3,3,3,3,3,3,3,3,2,2,3,,,3,,,3,,,,
455,6,6,,,6,,,6,,,,,6,0,0,6,0,0,6,0,0,5,0
456,3,3,1,1,3,1,1,3,1,1,1,1,3,1,,3,1,,3,1,,0,
457,4,4,3,,4,3,,4,3,,2,,4,,,4,,,4,,,,
458,1,1,3,3,1,3,3,1,3,3,2,2,0,,,0,,,0,,,,
459,4,4,11,,4,11,,4,11,,13,,4,1,1,4,1,1,4,1,1,0,1
460,5,5,0,,5,0,,5,0,,7,,5,,,5,,,5,,,,
461,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,6,6,1,6,6,9,8
462,4,4,4,4,4,4,4,4,4,4,5,4,4,0,,4,0,,4,0,,5,
463,2,2,3,,2,3,,2,3,,201,,2,4,4,2,4,4,2,4,4,4,3
464,3,3,,,3,,,3,,,,,3,6,6,3,6,6,3,6,6,9,8
465,0,0,1,1,0,1,1,0,1,1,1,1,1,,,1,,,1,,,,
466,2,2,1,1,2,1,1,2,1,1,6,9,2,,,2,,,2,,,,
467,3,3,0,,3,0,,3,0,,0,,3,,,3,,,3,,,,
468,2,2,0,,2,0,,2,0,,0,,2,3,,2,3,,2,3,,8,
469,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,0,,,,
470,3,3,0,,3,0,,3,0,,7,,3,,,3,,,3,,,,
471,3,3,5,5,3,5,5,3,5,5,4,5,3,,,3,,,3,,,,
472,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
473,8,8,,,8,,,8,,,,,8,,,8,,,8,,,,
474,0,0,,,0,,,0,,,,,1,1,,1,1,,1,1,,0,
475,1,1,,,1,,,1,,,,,0,4,,0,4,,0,4,,4,
476,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,0,,,,
477,1,1,2,2,1,2,2,1,2,2,10,8,0,,,0,,,0,,,,
478,1,1,3,3,1,3,3,1,3,3,2,2,0,,,0,,,0,,,,
479,1,1,2,2,1,2,2,1,2,2,10,3,0,,,0,,,0,,,,
480,3,3,,,3,,,3,,,,,3,4,4,3,4,4,3,4,4,4,3
481,7,7,1,1,7,1,1,7,1,1,1,1,5,,,5,,,5,,,,
482,5,5,2,2,5,2,2,5,2,2,10,8,5,4,,5,4,,5,4,,4,
483,8,8,1,1,8,1,1,8,1,1,6,1,8,2,,8,2,,8,2,,11,
484,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6,0
486,3,3,0,0,3,0,0,3,0,0,7,0,3,3,3,3,3,3,3,3,3,2,4
487,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
488,1,1,2,2,1,2,2,1,2,2,10,8,0,,,0,,,0,,,,
489,4,4,0,,4,0,,4,0,,7,,4,,,4,,,4,,,,
490,0,0,0,0,0,0,0,0,0,0,0,4,1,10,1,1,10,1,1,10,1,17,13
491,1,1,2,2,1,2,2,1,2,2,3,3,0,,,0,,,0,,,,
492,1,1,2,2,1,2,2,1,2,2,10,8,0,0,0,0,0,0,0,0,0,6,0
493,7,7,1,1,7,1,1,7,1,1,1,1,7,0,0,7,0,0,7,0,0,6,0
494,4,4,1,1,4,1,1,4,1,1,1,1,4,,,4,,,4,,,,
495,3,3,,,3,,,3,,,,,3,3,3,3,3,3,3,3,3,2,4
496,5,5,3,3,5,3,3,5,3,3,2,2,5,9,1,5,9,1,5,9,1,25,4
497,2,2,2,2,2,2,2,2,2,2,3,3,2,0,0,2,0,0,2,0,0,5,0
498,3,3,0,0,3,0,0,3,0,0,15,14,3,,,3,,,3,,,,
499,1,0,0,,0,0,,0,0,,0,,1,,,1,,,1,,,,
500,0,0,3,3,0,3,3,0,3,3,2,2,1,3,3,1,3,3,1,3,3,2,4
501,3,3,,,3,,,3,,,,,3,0,,3,0,,3,0,,6,
502,5,3,4,4,3,4,4,3,4,4,5,4,3,,,3,,,3,,,,
503,2,2,,,2,,,2,,,,,2,3,3,2,3,3,2,3,3,2,4
504,3,3,1,1,3,1,1,3,1,1,1,1,3,,,3,,,3,,,,
505,3,3,0,,3,0,,3,0,,0,,3,,,3,,,3,,,,
506,2,2,,,2,,,2,,,,,2,1,,2,1,,2,1,,0,
507,1,0,3,3,0,3,3,0,3,3,2,2,0,3,3,0,3,3,0,3,3,8,7
508,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
509,8,8,1,1,8,1,1,8,1,1,1,1,8,,,8,,,8,,,,
510,1,1,5,5,1,5,5,1,5,5,4,5,0,,,0,,,0,,,,
511,0,1,1,1,1,1,1,1,1,1,1,1,0,4,4,0,4,4,0,4,4,4,3
512,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
513,1,1,7,7,1,7,7,1,7,7,9,7,0,2,2,0,2,2,0,2,2,1,2
514,5,5,0,0,5,0,0,5,0,0,0,0,5,,,5,,,5,,,,
515,8,8,0,0,8,0,0,8,0,0,7,0,8,0,0,8,0,0,8,0,0,5,0
516,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
517,1,1,1,1,1,1,1,1,1,1,6,1,0,2,2,0,2,2,0,2,2,11,9
518,6,6,5,,6,5,,6,5,,4,,6,4,4,6,4,4,6,4,4,4,3
519,2,9,,,9,,,9,,,,,9,,,9,,,9,,,,
520,4,9,4,,9,4,,9,4,,5,,9,,,9,,,9,,,,
521,3,3,9,,3,9,,3,9,,14,,3,2,,3,2,,3,2,,1,
522,2,2,1,1,2,1,1,2,1,1,1,1,2,,,2,,,2,,,,
523,2,9,0,0,9,0,0,9,0,0,0,0,9,1,1,9,1,1,9,1,1,0,1
524,8,8,6,6,8,6,6,8,6,6,18,6,8,1,,8,1,,8,1,,7,
525,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,1,,1,1,,7,
526,2,9,,,9,,,9,,,,,2,2,2,2,2,2,2,2,2,1,2
527,0,0,,,0,,,0,,,,,1,8,8,1,8,8,1,8,8,13,11
528,0,0,2,,0,2,,0,2,,3,,9,2,2,9,2,2,9,2,2,1,2
529,1,1,1,,1,1,,1,1,,6,,0,6,,0,6,,0,6,,9,
530,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,7,6
531,1,1,,,1,,,1,,,,,0,0,0,0,0,0,0,0,0,10,0
532,5,5,7,7,5,7,7,5,7,7,9,7,5,,,5,,,5,,,,
533,3,3,,,3,,,3,,,,,3,2,2,3,2,2,3,2,2,1,2
534,1,1,,,1,,,1,,,,,0,2,2,0,2,2,0,2,2,1,2
535,3,3,10,10,3,10,10,3,10,10,16,12,3,1,1,3,1,1,3,1,1,0,1
536,3,3,3,3,3,3,3,3,3,3,2,2,3,4,,3,4,,3,4,,38,
537,0,0,5,5,0,5,5,0,5,5,4,5,1,2,2,1,2,2,1,2,2,11,9
538,0,0,1,1,0,1,1,0,1,1,6,1,1,1,1,1,1,1,1,1,1,0,1
539,1,1,,,1,,,1,,,,,0,3,,0,3,,0,3,,2,
540,6,6,4,4,6,4,4,6,4,4,5,4,6,3,3,6,3,3,6,3,3,2,4
541,1,1,1,,1,1,,1,1,,1,,0,1,1,0,1,1,0,1,1,0,1
542,0,0,8,8,0,8,8,0,8,8,11,10,1,1,1,1,1,1,1,1,1,0,1
543,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
544,1,1,,,1,,,1,,,,,0,0,0,0,0,0,0,0,0,6,0
545,1,1,,,1,,,1,,,,,0,2,2,0,2,2,0,2,2,11,9
546,8,8,3,,8,3,,8,3,,17,,8,,,8,,,8,,,,
547,1,1,1,1,1,1,1,1,1,1,6,1,0,3,3,0,3,3,0,3,3,8,7
548,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
549,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
550,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
551,3,4,,,4,,,4,,,,,3,3,3,3,3,3,3,3,3,8,4
552,3,3,4,4,3,4,4,3,4,4,5,4,3,9,9,3,9,9,3,9,9,8,7
553,8,8,5,5,8,5,5,8,5,5,4,5,8,10,1,8,10,1,8,10,1,17,13
554,1,1,9,,1,9,,1,9,,9,,0,0,0,0,0,0,0,0,0,6,0
555,4,4,,,4,,,4,,,,,4,5,5,4,5,5,4,5,5,3,5
556,4,4,1,,4,1,,4,1,,6,,4,1,,4,1,,4,1,,0,
557,0,0,4,4,0,4,4,0,4,4,5,4,1,1,1,1,1,1,1,1,1,6,1
558,1,1,2,2,1,2,2,1,2,2,3,3,0,3,3,0,3,3,0,3,3,2,4
559,5,5,1,1,5,1,1,5,1,1,6,1,5,2,2,5,2,2,5,2,2,11,9
560,1,1,,,1,,,1,,,,,0,5,5,0,5,5,0,5,5,3,5
561,1,1,4,4,1,4,4,1,4,4,5,2,0,4,,0,4,,0,4,,4,
562,1,1,4,4,1,4,4,1,4,4,5,4,1,,,1,,,1,,,,
563,0,0,1,1,0,1,1,0,1,1,6,1,1,,,1,,,1,,,,
564,3,3,1,1,3,1,1,3,1,1,6,1,3,,,3,,,3,,,,
565,1,1,,,1,,,1,,,,,0,5,5,0,5,5,0,5,5,3,5
566,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
567,3,3,,,3,,,3,,,,,3,3,3,3,3,3,3,3,3,2,4
568,2,2,,,2,,,2,,,,,2,5,,2,5,,2,5,,3,
569,2,2,2,2,2,2,2,2,2,2,10,8,2,4,4,2,4,4,2,4,4,4,3
570,8,8,0,,8,0,,8,0,,18,,8,3,3,8,3,3,8,3,3,2,4
571,3,3,0,0,3,0,0,3,0,0,0,0,3,1,1,3,1,1,3,1,1,0,1
572,1,1,4,4,1,4,4,1,4,4,5,4,0,,,0,,,0,,,,
573,3,6,1,,6,1,,6,1,,1,,3,,,3,,,3,,,,
574,0,0,,,0,,,0,,,,,1,3,3,1,3,3,1,3,3,8,7
575,4,4,5,5,4,5,5,4,5,5,4,5,4,,,4,,,4,,,,
576,3,3,4,4,3,4,4,3,4,4,5,4,3,2,2,3,2,2,3,2,2,11,9
577,0,0,0,,0,0,,0,0,,7,,1,,,1,,,1,,,,
578,3,3,,,3,,,3,,,,,3,3,,3,3,,3,3,,8,
579,4,6,5,5,6,5,5,6,5,5,4,5,6,5,5,6,5,5,6,5,5,3,5
580,3,3,3,,3,3,,3,3,,2,,3,1,1,3,1,1,3,1,1,0,1
581,11,11,6,6,11,6,6,11,6,6,5,6,11,,,11,,,11,,,,
582,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
583,0,0,,,0,,,0,,,,,1,1,1,1,1,1,1,1,1,0,1
584,7,7,4,4,7,4,4,7,4,4,5,4,7,4,4,7,4,4,7,4,4,4,3
585,0,0,9,9,0,9,9,0,9,9,12,9,1,,,1,,,1,,,,
586,1,1,3,3,1,3,3,1,3,3,2,2,0,6,6,0,6,6,0,6,6,166,8
587,1,1,3,3,1,3,3,1,3,3,2,2,0,5,5,0,5,5,0,5,5,3,5
588,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
589,1,1,3,3,1,3,3,1,3,3,18,2,0,1,1,0,1,1,0,1,1,0,1
590,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
591,1,1,1,1,1,1,1,1,1,1,1,1,0,11,10,0,11,10,0,11,10,16,14
592,0,0,6,6,0,6,6,0,6,6,8,6,1,,,1,,,1,,,,
593,7,7,,,7,,,7,,,,,7,,,7,,,7,,,,
594,8,8,3,3,8,3,3,8,3,3,12,2,8,0,0,8,0,0,8,0,0,5,0
595,3,3,1,1,3,1,1,3,1,1,6,9,3,0,0,3,0,0,3,0,0,6,0
596,3,3,0,0,3,0,0,3,0,0,7,0,6,,,6,,,6,,,,
597,5,5,2,2,5,2,2,5,2,2,3,3,5,1,1,5,1,1,5,1,1,6,6
598,5,5,1,1,5,1,1,5,1,1,6,9,5,4,,5,4,,5,4,,4,
599,2,2,5,5,2,5,5,2,5,5,4,5,2,2,2,2,2,2,2,2,2,1,2
600,5,5,10,10,5,10,10,5,10,10,16,12,5,4,4,5,4,4,5,4,4,4,3
601,0,0,0,,0,0,,0,0,,0,,1,6,,1,6,,1,6,,9,
602,3,3,1,1,3,1,1,3,1,1,1,1,3,,,3,,,3,,,,
603,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0
604,1,1,2,2,1,2,2,1,2,2,3,3,0,9,9,0,9,9,0,9,9,14,5
605,1,1,2,2,1,2,2,1,2,2,3,3,0,6,6,0,6,6,0,6,6,9,8
606,1,1,1,1,1,1,1,1,1,1,1,1,0,11,10,0,11,10,0,11,10,16,14
607,4,4,1,1,4,1,1,4,1,1,6,9,4,9,9,4,9,9,4,9,9,14,12
608,5,5,1,1,5,1,1,5,1,1,6,9,5,5,5,5,5,5,5,5,5,3,5
609,4,4,6,4,4,6,4,4,6,4,12,4,4,,,4,,,4,,,,
610,3,3,4,4,3,4,4,3,4,4,5,11,3,4,4,3,4,4,3,4,4,4,3
611,5,5,1,,5,1,,5,1,,1,,5,,,5,,,5,,,,
612,0,0,2,2,0,2,2,0,2,2,10,8,1,,,1,,,1,,,,
613,1,1,,,1,,,1,,,,,0,2,2,0,2,2,0,2,2,1,2
614,1,1,9,9,1,9,9,1,9,9,16,12,0,,,0,,,0,,,,
615,2,2,3,3,2,3,3,2,3,3,2,2,2,3,3,2,3,3,2,3,3,8,7
616,5,5,1,1,5,1,1,5,1,1,6,1,5,,,5,,,5,,,,
617,1,1,3,,1,3,,1,3,,2,,0,3,3,0,3,3,0,3,3,2,7
618,3,3,6,6,3,6,6,3,6,6,8,6,3,,,3,,,3,,,,
619,4,4,7,7,4,7,7,4,7,7,9,7,4,0,0,4,0,0,4,0,0,5,0
620,0,0,2,2,0,2,2,0,2,2,10,8,1,3,3,1,3,3,1,3,3,8,12
621,3,3,1,1,3,1,1,3,1,1,1,1,3,,,3,,,3,,,,
622,1,0,5,,0,5,,0,5,,4,,0,1,1,0,1,1,0,1,1,7,6
623,3,3,,,3,,,3,,,,,3,9,9,3,9,9,3,9,9,14,12
624,1,1,1,1,1,1,1,1,1,1,6,1,0,4,,0,4,,0,4,,4,
625,3,3,5,5,3,5,5,3,5,5,4,5,3,,,3,,,3,,,,
626,5,5,,,5,,,5,,,,,5,3,,5,3,,5,3,,2,
627,4,4,2,2,4,2,2,4,2,2,3,3,4,3,,4,3,,4,3,,2,
628,0,0,2,2,0,2,2,0,2,2,3,3,1,,,1,,,1,,,,
629,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
630,0,0,2,,0,2,,0,2,,3,,1,9,,1,9,,1,9,,14,
631,2,2,1,,2,1,,2,1,,6,,2,,,2,,,2,,,,
632,3,3,4,4,3,4,4,3,4,4,5,4,3,,,3,,,3,,,,
633,3,6,2,,6,2,,6,2,,3,,6,3,3,6,3,3,6,3,3,2,4
634,1,1,,,1,,,1,,,,,0,2,2,0,2,2,0,2,2,11,9
635,1,1,,,1,,,1,,,,,0,5,5,0,5,5,0,5,5,3,5
636,1,1,3,3,1,3,3,1,3,3,2,2,0,2,2,0,2,2,0,2,2,1,2
637,0,9,,,9,,,9,,,,,9,5,5,9,5,5,9,5,5,3,5
638,0,0,2,2,0,2,2,0,2,2,3,3,1,3,3,1,3,3,1,3,3,2,7
639,3,3,,,3,,,3,,,,,3,1,1,3,1,1,3,1,1,0,1
640,1,1,,,1,,,1,,,,,0,3,,0,3,,0,3,,2,
641,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2
642,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
643,1,1,3,3,1,3,3,1,3,3,12,2,0,3,,0,3,,0,3,,2,
644,5,5,1,,5,1,,5,1,,1,,5,,,5,,,5,,,,
645,7,7,4,4,7,4,4,7,4,4,5,4,7,0,0,7,0,0,7,0,0,5,0
646,4,4,0,0,4,0,0,4,0,0,15,14,4,,,4,,,4,,,,
647,1,1,2,2,1,2,2,1,2,2,3,3,0,,,0,,,0,,,,
648,0,0,1,1,0,1,1,0,1,1,1,1,1,3,3,1,3,3,1,3,3,8,7
649,5,5,3,3,5,3,3,5,3,3,2,2,5,3,3,5,3,3,5,3,3,2,4
650,3,3,0,0,3,0,0,3,0,0,7,0,3,6,6,3,6,6,3,6,6,199,8
651,5,5,7,7,5,7,7,5,7,7,9,7,5,,,5,,,5,,,,
652,3,3,2,,3,2,,3,2,,3,,3,,,3,,,3,,,,
